City,State,BankState,Term,NoEmp,NewExist,UrbanRural,DisbursementGross,MIS_Status
SAINT GEORGE,UT,UT,120,8,New Business,Rural,56602,0
Brooklyn,NY,SD,46,6,Existing Business,Urban,150000,0
EL CENTRO,CA,NC,84,1,New Business,Urban,13000,0
MIAMI,FL,NC,11,2,Existing Business,Urban,49940,1
TAMPA,FL,NC,84,1,New Business,Urban,100000,0
HOUSTON,TX,SD,1,8,Existing Business,Undefined,112500,1
NAPLES,FL,NC,113,9,New Business,Rural,150000,0
LOS ANGELES,CA,NC,84,2,New Business,Urban,20000,0
WEST HOLLYWOOD,CA,NC,23,2,New Business,Urban,33853,1
STOCKBRIDGE,GA,SD,60,3,New Business,Urban,177500,0
NORTH HOLLYWOOD,CA,NC,84,3,Existing Business,Urban,13090,0
PORTLAND,ME,ME,60,1,New Business,Undefined,22200,0
WALNUT CREEK,CA,NC,84,12,New Business,Urban,125085,0
ALBANY,NY,NY,90,7,Existing Business,Undefined,90000,1
Cherry Hill,NJ,VA,84,1,New Business,Urban,10000,0
BOTHELL,WA,NC,24,2,New Business,Urban,15000,1
WARREN,OH,OH,86,1,New Business,Urban,58500,0
Riverside,IL,IL,60,4,New Business,Rural,136003,0
WILMINGTON,MA,MA,84,65,Existing Business,Undefined,60000,0
FORT WHITE,FL,FL,84,6,New Business,Undefined,50000,0
SETAUKET,NY,RI,36,2,New Business,Urban,10000,0
MADISON,WI,WI,48,1,Existing Business,Urban,18100,0
Pittsfield,MA,DE,84,1,Existing Business,Urban,49999,0
MILLSAP,TX,TX,36,2,New Business,Undefined,16000,0
PROVIDENCE,RI,RI,84,0,Existing Business,Urban,65000,0
CARY,NC,NC,84,1,Existing Business,Undefined,100000,0
MESA,AZ,NC,84,1,Existing Business,Urban,12689,0
FORT LAUDERDALE,FL,NC,58,3,New Business,Urban,50000,1
EDISON,NJ,RI,36,1,Existing Business,Urban,10000,0
ROCHESTER,NY,RI,36,1,Existing Business,Urban,50000,0
BARNSTABLE,MA,MA,66,5,New Business,Undefined,54000,0
Columbus,OH,DE,60,1,New Business,Urban,10292,0
MANCHESTER,CT,CT,240,30,New Business,Undefined,535000,0
JUPITER,FL,NC,84,3,New Business,Rural,40000,0
PROVIDENCE,RI,RI,84,0,Existing Business,Urban,40000,0
CHESTERFIELD,MO,NC,84,1,Existing Business,Rural,10000,0
Evanston,IL,IL,60,1,New Business,Rural,68472,0
SKANEATELES,NY,NY,84,2,Existing Business,Undefined,48000,0
Chicago,IL,IL,60,2,Existing Business,Urban,35800,0
CORONA,NY,TX,97,25,New Business,Undefined,301213,0
CYPRESS,CA,NC,84,1,New Business,Urban,49261,0
Pittsburgh,PA,DE,44,3,New Business,Urban,35000,1
SANTA ANA,CA,NC,84,2,Existing Business,Urban,15950,0
HIALEAH,FL,NC,32,2,New Business,Urban,98425,1
TITONKA,IA,IA,275,2,Existing Business,Undefined,180000,1
MADISON,SD,SD,60,1,Existing Business,Undefined,21336,0
SAINT LOUIS,MO,NC,84,1,Existing Business,Urban,10000,0
Eaton Rapids,MI,DE,23,6,New Business,Urban,15591,0
Decatur,IL,IL,60,1,New Business,Rural,35000,0
WASHINGTON,DC,NC,69,1,Existing Business,Urban,100000,0
COOKEVILLE,TN,AL,12,50,New Business,Undefined,200000,0
MIAMI,FL,NC,84,4,New Business,Urban,125000,0
OZONE PARK,NY,RI,36,2,New Business,Urban,50000,0
LAWSON,MO,NC,12,1,New Business,Urban,10000,0
DE FUNIAK SPRINGS,FL,AL,60,5,Existing Business,Undefined,20000,0
MIAMI,FL,NC,84,5,New Business,Urban,90000,0
CLEARWATER,FL,FL,240,35,New Business,Undefined,593000,0
SAN FRANCISCO,CA,NC,84,1,New Business,Urban,60000,0
ALMA,AR,AR,60,2,New Business,Undefined,12204,0
HOUSTON,TX,NC,84,6,New Business,Urban,50000,0
BRANDON,MS,MS,11,2,Existing Business,Undefined,15500,1
BLOOMFIELD,NJ,RI,36,2,New Business,Urban,40000,0
AMARILLO,TX,TX,28,18,New Business,Undefined,167500,1
KILLINGWORTH,CT,DE,84,2,New Business,Urban,20000,0
ALPENA,MI,OH,72,1,Existing Business,Undefined,98000,0
WEST BEND,WI,IL,120,2,Existing Business,Undefined,90000,0
RESTON,VA,NC,84,10,New Business,Urban,108668,0
BELLA VISTA,AR,AR,120,2,Existing Business,Undefined,42000,0
HOLLYWOOD,FL,NC,84,15,New Business,Urban,234600,0
BERWICK,ME,ME,240,27,New Business,Undefined,500000,0
WORCESTER,MA,RI,36,2,Existing Business,Urban,18500,0
EL PASO,TX,TX,84,30,New Business,Undefined,100000,0
LOS ANGELES,CA,NC,42,5,New Business,Urban,316681,1
BEACHWOOD,OH,OH,48,19,New Business,Urban,20000,0
INDIANAPOLIS,IN,IN,84,20,New Business,Undefined,340000,0
FRISCO,TX,NC,84,2,Existing Business,Urban,18078,0
APPLETON,WI,WI,60,1,Existing Business,Undefined,21600,0
RANCHO MIRAGE,CA,NC,84,4,Existing Business,Urban,10000,0
LAS VEGAS,NV,NC,84,2,New Business,Urban,45000,0
FT COLLINS,CO,CO,240,142,New Business,Undefined,600000,0
MIAMI,FL,NC,84,6,New Business,Urban,61000,0
MENTOR,OH,OH,84,3,New Business,Undefined,160000,0
Mount Dora,FL,VA,19,4,New Business,Urban,25000,1
Goldsboro,NC,VA,84,7,New Business,Urban,35000,0
Dallas,TX,VA,84,8,New Business,Urban,50000,0
BROOKLYN,NY,NY,240,8,New Business,Undefined,114000,0
Dallas,TX,VA,84,1,New Business,Urban,50000,0
NEW PORT RICHEY,FL,VA,27,7,New Business,Rural,35000,1
HARTSELLE,AL,AL,60,4,New Business,Undefined,100000,0
ORANGE,CT,RI,36,7,New Business,Urban,24000,0
ALEXANDRIA,VA,NC,84,6,Existing Business,Urban,10000,0
Portland,TX,VA,49,3,New Business,Urban,25000,1
LEONIA,NJ,RI,36,1,Existing Business,Urban,10000,0
ROCKVILLE,MD,NC,107,1,Existing Business,Urban,133912,0
COPPELL,TX,IL,24,10,New Business,Undefined,100000,1
OAKLAND,CA,VA,84,3,New Business,Urban,50000,0
PARKER,CO,VA,84,4,New Business,Urban,25000,0
SHERMAN OAKS,CA,VA,84,6,New Business,Urban,50000,0
BALTIMORE,MD,MD,40,5,New Business,Urban,77500,1
LA MESA,CA,CA,120,2,Existing Business,Undefined,190000,0
Greensboro,NC,SD,13,3,New Business,Urban,99313,0
WOODS CROSS,UT,UT,84,6,New Business,Urban,35000,0
LA MESA,CA,CA,12,2,Existing Business,Undefined,70000,0
HOUSTON,TX,NC,58,10,New Business,Urban,80500,1
Coral Springs,FL,SD,240,1,Existing Business,Urban,231300,0
SALT LAKE CITY,UT,UT,84,2,Existing Business,Urban,19874,0
Oakbrook Terrace,IL,IL,84,4,Existing Business,Urban,53579,0
SCRANTON,PA,PA,60,5,New Business,Undefined,12000,0
SAN ANTONIO,TX,NC,84,5,New Business,Urban,40000,0
FORT MYERS,FL,NC,84,3,New Business,Urban,50000,0
Covina,CA,VA,84,1,New Business,Urban,25000,0
Akron,OH,VA,36,13,New Business,Urban,50000,1
HOMEWOOD,AL,AL,27,7,New Business,Undefined,65000,1
SALT LAKE CITY,UT,UT,84,1,New Business,Urban,6136,0
BILLINGS,MT,MT,12,4,New Business,Urban,28000,0
SPRINGFIELD,MO,NC,84,5,New Business,Urban,50000,0
BREWERTON,NY,NY,84,56,New Business,Undefined,100000,0
BALTIMORE,MD,NC,84,2,New Business,Urban,20000,0
WILMINGTON,NC,MD,60,28,New Business,Undefined,70000,0
Winnetka,IL,DE,87,2,New Business,Urban,200000,0
IRVING,TX,NC,12,3,New Business,Undefined,22000,0
WHITEFISH,MT,MT,84,6,New Business,Rural,90000,0
LOVELAND,CO,VA,84,3,New Business,Rural,25000,0
Warren,OH,DE,34,8,Existing Business,Urban,136000,1
LAKE MARY,FL,NC,84,1,Existing Business,Urban,10000,0
FAIRFIELD,CT,RI,36,1,Existing Business,Rural,47000,0
HUBBARD,OH,IL,60,4,New Business,Undefined,75000,0
DEERFIELD BEACH,FL,NC,84,15,New Business,Urban,580754,0
Woodstock,GA,SD,84,2,Existing Business,Rural,63000,0
PAGELAND,SC,SC,180,8,Existing Business,Undefined,350000,0
OKLAHOMA CITY,OK,IL,60,3,Existing Business,Urban,11400,0
COLORADO SPRINGS,CO,CO,99,9,Existing Business,Undefined,250000,0
CARLSBAD,CA,NC,5,17,New Business,Rural,100000,0
BOISE,ID,UT,14,0,New Business,Rural,95228,1
CYNTHIANA,OH,IL,2,10,New Business,Undefined,50000,1
LOGAN,UT,UT,84,2,New Business,Rural,40000,0
COLLIERVILLE,TN,NC,84,2,New Business,Urban,100000,0
SALEM,UT,UT,84,5,New Business,Rural,242077,0
ORENO,UT,UT,15,2,Existing Business,Urban,51370,0
NIAGARA FALLS,NY,NY,126,6,Existing Business,Undefined,243000,0
Gunnison,UT,UT,66,8,New Business,Rural,50000,1
DAVIS,CA,VA,84,4,New Business,Urban,50000,0
PIERRE,SD,SD,180,5,Existing Business,Undefined,100000,0
Raleigh,NC,SD,84,2,Existing Business,Urban,120000,0
SORRENTO,FL,NC,36,34,New Business,Rural,50000,1
ROY,UT,UT,84,4,Existing Business,Urban,101556,0
BLACKFOOT,ID,UT,84,15,New Business,Rural,13000,0
SANDY,UT,UT,84,3,Existing Business,Urban,20944,0
WARREN,NJ,NC,84,3,New Business,Urban,30000,0
LITTLETON,CO,CO,120,3,Existing Business,Undefined,100000,0
CEDAR CITY,UT,UT,84,3,Existing Business,Rural,26100,0
AUSTIN,TX,IL,84,3,Existing Business,Urban,70292,0
SCARBOROUGH,ME,OH,72,1,New Business,Undefined,60000,0
ARLINGTON,TX,NC,84,1,Existing Business,Urban,10000,0
TUCSON,AZ,NC,84,10,New Business,Urban,35000,0
AURORA,CO,CA,84,4,Existing Business,Undefined,90000,0
SANDY,UT,UT,84,1,New Business,Urban,68354,0
HAYWARD,CA,CA,300,23,New Business,Undefined,540000,0
ROCK HILL,SC,NC,84,2,New Business,Urban,20000,0
STOWE,VT,VT,120,4,New Business,Undefined,135000,0
RICHFIELD,UT,UT,84,4,Existing Business,Rural,15000,0
WILLOUGHBY,OH,VA,84,1,New Business,Urban,50000,0
DIAMOND BAR,CA,NC,84,2,Existing Business,Urban,10000,0
BEVERLY HILLS,CA,NC,84,11,Existing Business,Urban,20227,0
WESTMINSTER,CO,MO,60,3,Existing Business,Undefined,35000,0
New Lenox,IL,VA,108,2,New Business,Rural,150000,0
GLENDALE,AZ,HI,84,16,New Business,Undefined,100000,0
WOODSTOCK,GA,NC,84,15,Existing Business,Urban,10000,0
LONG BEACH,CA,NC,50,60,New Business,Rural,133048,1
NEW YORK,NY,IL,36,7,New Business,Undefined,40000,0
BLOOMINGTON,CA,NC,84,1,New Business,Urban,44060,1
SAINT JOHNS,MI,OH,72,3,New Business,Undefined,78000,0
HOLLYWOOD,FL,NC,84,4,New Business,Urban,10000,0
BROOKLYN,NY,IL,4,3,New Business,Undefined,35000,1
NEWTON,MA,RI,36,4,Existing Business,Urban,25000,0
NEW YORK,NY,IL,36,1,New Business,Undefined,30000,0
Atlasburg,PA,PA,60,2,New Business,Rural,11973,0
LOGAN,UT,UT,48,1,Existing Business,Rural,20988,1
FORT SALONGA,NY,IL,36,5,New Business,Undefined,50000,0
NEW YORK,NY,NY,60,10,New Business,Urban,100000,0
MIAMI,FL,NC,24,3,New Business,Urban,99000,1
SAVAGE,MN,MN,28,10,Existing Business,Rural,150662,0
NEW YORK,NY,IL,36,4,New Business,Undefined,20000,0
CHERRYVILLE,NC,NC,84,1,New Business,Urban,15500,0
LANSING,MI,TX,240,3,New Business,Undefined,178200,0
ISELIN,NJ,RI,36,1,Existing Business,Urban,48000,0
NEW YORK,NY,IL,60,1,New Business,Undefined,35000,0
FORT LAUDERDALE,FL,NC,39,1,New Business,Urban,50000,1
SAINT GEORGE,UT,UT,16,3,New Business,Rural,38114,0
RESEDA,CA,NC,42,12,New Business,Urban,50000,1
COSHOCTON,OH,OH,120,5,New Business,Undefined,108000,0
SEATTLE,WA,NC,84,1,Existing Business,Urban,10000,0
SYRACUSE,NY,NY,72,45,New Business,Undefined,375000,0
LOGAN,UT,UT,84,16,New Business,Rural,107865,0
JAMAICA,NY,NY,36,6,New Business,Undefined,25000,0
Louisville,KY,KY,60,1,Existing Business,Urban,10000,0
MOAB,UT,UT,84,4,New Business,Rural,83869,0
CANTON,MA,RI,36,5,Existing Business,Urban,56500,0
AMITYVILLE,NY,IL,12,5,New Business,Undefined,30000,0
MEMPHIS,TN,MS,3,0,Existing Business,Urban,22700,1
NEW YORK,NY,IL,36,3,New Business,Undefined,50000,0
LOS ANGELES,CA,NC,84,8,New Business,Urban,42788,0
WESTWOOD,NJ,RI,36,1,New Business,Urban,38500,0
SALT LAKE CITY,UT,UT,53,3,New Business,Urban,10000,1
SCRANTON,PA,PA,180,2,Existing Business,Undefined,100000,0
MEMPHIS,TN,MS,12,0,Existing Business,Urban,7200,1
GARDEN CITY PARK,NY,NY,24,6,New Business,Undefined,75000,0
BEAVER DAM,WI,WI,96,1,Existing Business,Rural,150000,0
MIAMI,FL,NC,64,3,New Business,Urban,50000,1
RIGBY,ID,UT,84,14,Existing Business,Rural,50000,0
NEW ROCHELLE,NY,IL,60,2,New Business,Undefined,100000,0
SOUTH LYON,MI,IL,60,1,Existing Business,Rural,35440,0
PRESTON,ID,UT,84,1,New Business,Rural,20000,0
STATEN ISLAND,NY,IL,60,4,New Business,Undefined,35000,0
Greenwood,IN,IN,66,2,Existing Business,Urban,64000,0
SALT LAKE CITY,UT,UT,84,2,Existing Business,Urban,64306,0
RALEIGH,NC,NC,72,9,New Business,Urban,100000,0
NORWALK,CT,IL,36,75,New Business,Undefined,134703,0
MADISON,WI,WI,60,1,New Business,Undefined,28000,0
Greenwood,IN,IN,60,2,Existing Business,Urban,70286,0
TROY,NY,NY,61,2,New Business,Undefined,20000,0
VIRGINIA BEACH,VA,NC,37,2,New Business,Urban,40650,1
SAN DIEGO,CA,NC,84,1,New Business,Urban,27020,0
FLUSHING,NY,IL,36,5,New Business,Undefined,35912,0
EAGLE,ID,UT,60,4,New Business,Urban,25000,0
WEST JORDAN,UT,UT,84,1,New Business,Urban,52212,0
REGP [ARL,NY,IL,36,3,New Business,Undefined,72967,0
TAMPA,FL,NC,84,1,New Business,Urban,10000,0
JERICHO,NY,IL,60,1,Existing Business,Undefined,25000,0
SANDY,UT,UT,19,18,Existing Business,Urban,203737,1
SAN JOSE,CA,CA,84,5,New Business,Undefined,90000,0
LOS ANGELES,CA,NC,66,6,New Business,Urban,45000,1
OCEANSIDE,CA,SD,300,1,New Business,Undefined,704000,0
DURHAM,NC,NC,36,6,New Business,Urban,75000,0
MITCHELL,SD,SD,180,7,New Business,Undefined,165000,1
BROOKLYN,NY,IL,36,4,New Business,Undefined,100000,0
GARDEN GROVE,CA,CA,300,20,New Business,Undefined,1000000,0
Chestnut Ridge,NY,VA,28,2,New Business,Urban,50000,1
GREENSBORO,NC,NC,84,2,Existing Business,Urban,10000,0
FLEMINGTON,NJ,IL,36,3,New Business,Undefined,22109,0
DACULA,GA,NC,96,1,Existing Business,Rural,131500,0
KANSAS CITY,MO,KS,84,16,New Business,Undefined,255000,0
Danville,KY,KY,60,5,New Business,Rural,90000,0
EPHRAIM,UT,UT,84,8,New Business,Rural,399857,0
BRICK,NJ,PA,56,1,Existing Business,Undefined,40000,0
BUFFALO GROVE,IL,IL,84,0,New Business,Urban,124439,0
STEPHENVILLE,TX,DC,240,7,New Business,Undefined,1070000,0
HAYDEN,ID,NC,84,1,Existing Business,Rural,13034,0
POMPANO BEACH,FL,NC,84,12,New Business,Urban,100000,0
LEES SUMMIT,MO,NC,84,1,New Business,Urban,11000,0
BURNET,TX,TX,243,10,New Business,Undefined,188761,0
PHOENIX,AZ,NC,84,1,New Business,Urban,10000,0
IRVING,TX,SD,84,9,New Business,Undefined,700000,0
LOS ANGELES,CA,NC,84,2,Existing Business,Urban,10000,0
ARLINGTON,TX,IL,120,4,Existing Business,Undefined,80000,0
SACRAMENTO,CA,NC,84,1,New Business,Urban,53000,0
PLANO,TX,TX,84,3,Existing Business,Undefined,231000,0
SEATTLE,WA,NC,84,5,New Business,Urban,58000,0
HOUSTON,TX,IL,21,2,New Business,Urban,77500,1
PARKER,AZ,AZ,90,6,New Business,Undefined,276500,0
Derry,NH,DE,60,2,New Business,Urban,45300,0
AUSTIN,TX,SD,240,4,New Business,Undefined,295000,0
ALEXANDRIA,VA,NC,50,2,Existing Business,Urban,10000,1
WANAQUE,NJ,RI,36,1,Existing Business,Urban,43500,0
EL CAJON,CA,OR,213,5,New Business,Undefined,215461,0
NEW YORK,NY,RI,36,1,New Business,Urban,24500,0
BERKELEY,CA,DC,96,7,New Business,Undefined,250000,0
Bowling Green,KY,DE,45,6,New Business,Rural,170000,1
ST. PETERSBURG,FL,FL,240,3,New Business,Undefined,151000,0
Westminster,CO,VA,59,9,New Business,Urban,50000,1
NEW YORK,NY,IL,36,10,New Business,Undefined,100000,0
Pleasantville,IA,VA,71,3,New Business,Urban,10000,1
KIRKLAND,WA,SD,204,2,New Business,Undefined,440000,0
BROOKLYN,NY,RI,36,1,Existing Business,Urban,26500,0
Middleton,MA,DE,36,4,Existing Business,Urban,20000,0
RALEIGH,NC,NC,60,1,New Business,Urban,32500,0
SAN JOSE,CA,CA,240,25,New Business,Undefined,1000000,0
HYATTSVILLE,MD,NC,84,3,Existing Business,Urban,10000,0
"WALLACE,",ID,OH,128,2,New Business,Undefined,93529,1
LAWRENCEVILLE,GA,NC,84,1,New Business,Urban,10000,0
MANHATTAN,NY,IL,60,20,New Business,Undefined,35000,0
OGDEN,UT,UT,84,1,New Business,Urban,30000,0
ALEXANDRIA,VA,MD,60,30,New Business,Undefined,35000,0
Lavergne,TN,GA,60,2,New Business,Urban,63000,0
FORT COLLINS,CO,CA,100,5,New Business,Undefined,275000,1
BURLINGTON,NC,NC,120,5,New Business,Urban,112000,0
WASHINGTON,UT,UT,120,1,New Business,Rural,69796,0
AUSTIN,TX,TX,36,30,New Business,Undefined,50000,0
SAGINAW,MI,VA,20,8,New Business,Urban,50000,0
SIOUX FALLS,SD,SD,60,4,Existing Business,Undefined,27000,0
Middleton,MA,DE,84,4,Existing Business,Urban,10000,0
Virginia Beach,VA,GA,60,4,New Business,Rural,91000,0
DAYTON,OH,VA,84,2,New Business,Urban,25000,0
Columbia,PA,VA,84,5,New Business,Urban,10000,0
DAVIDSON,NC,VA,84,1,New Business,Urban,50000,0
SANDY,UT,UT,84,2,New Business,Urban,106127,0
BENSENVILLE,IL,IL,12,2,Existing Business,Urban,25000,0
SPRINGVILLE,UT,UT,84,5,New Business,Urban,89906,0
CHARLTON,MA,MA,48,2,New Business,Undefined,15000,0
SALT LAKE CITY,UT,UT,84,13,New Business,Urban,50000,0
CAVE CITY,AR,NC,84,2,New Business,Urban,24000,0
MARSHFIELD,WI,WI,96,1,Existing Business,Undefined,30190,0
CLEARFIELD,UT,UT,84,2,Existing Business,Urban,67534,0
DECATUR,GA,NC,41,2,New Business,Urban,23000,1
HOUSTON,TX,NC,28,7,New Business,Urban,50000,1
KANSAS CITY,MO,NC,36,10,New Business,Urban,50000,0
IDAHO FALLS,ID,UT,84,2,Existing Business,Rural,24000,0
Riverdale,GA,SD,84,15,New Business,Rural,55000,0
SALISBURY,NC,NC,40,7,New Business,Urban,10000,1
CAMDENTON,MO,MO,60,2,New Business,Undefined,7000,0
LOGAN,UT,UT,84,12,New Business,Rural,58826,0
APEX,NC,NC,36,1,Existing Business,Urban,10000,1
BURLINGTON,IA,IA,60,22,New Business,Undefined,310000,0
Worcester,MA,DE,45,8,New Business,Urban,150000,1
LILBURN,GA,NC,84,5,New Business,Rural,30000,0
INDEPENDENCE,OH,OH,60,1,New Business,Urban,30000,0
BELLEVILLE,KS,KS,180,5,Existing Business,Undefined,595000,0
OGDEN,UT,UT,84,4,New Business,Urban,50000,0
ROCHESTER,NY,RI,36,2,Existing Business,Urban,41500,0
WOODSTOCK,GA,NC,84,4,New Business,Urban,23670,0
SARASOTA,FL,OH,44,1,Existing Business,Undefined,40000,0
NEWBURY PARK,CA,NC,8,3,New Business,Urban,64000,1
LAS VEGAS,NV,NC,70,1,New Business,Urban,8000,1
WINCHESTER,CT,CT,84,3,New Business,Undefined,60000,0
South Windham,CT,DE,84,24,Existing Business,Urban,150000,0
WOODSTOCK,IL,IL,95,4,New Business,Urban,23960,0
Brooklyn,NY,VA,26,5,New Business,Urban,75000,1
SYKESVILLE,MD,MD,84,2,New Business,Undefined,52000,0
SANDY,UT,UT,24,3,New Business,Urban,74643,0
LUBBOCK,TX,TX,84,2,Existing Business,Undefined,160000,0
GARDEN GROVE,CA,NC,18,8,New Business,Urban,122182,1
BRANSON,MO,MO,60,5,New Business,Undefined,44724,0
GLENDALE,AZ,NC,65,2,New Business,Urban,10000,1
OGDEN,UT,UT,60,1,Existing Business,Urban,14100,0
DICKINSON,ND,ND,12,2,Existing Business,Undefined,700000,0
Dearborn,MI,IL,60,4,New Business,Urban,246988,0
FARMINGTON,UT,UT,84,3,New Business,Urban,325000,0
WALHALLA,ND,ND,132,6,New Business,Undefined,55000,0
FORT MYERS,FL,NC,39,2,Existing Business,Urban,10933,1
LITHIA SPRINGS,GA,NC,84,1,Existing Business,Urban,10000,0
HUMBOLDT,IA,IA,120,1,New Business,Undefined,227000,0
FREWSBURG,NY,NY,60,0,Existing Business,Urban,31500,0
SOUTH PASADENA,CA,NC,40,1,New Business,Urban,10000,1
LOVELAND,OH,OH,240,16,New Business,Undefined,463000,0
BURLEY,ID,UT,84,14,New Business,Rural,104596,0
LENOIR CITY,TN,AL,60,2,New Business,Undefined,20000,0
MOHALL,ND,ND,164,5,New Business,Undefined,210000,0
Calabasa,CA,NC,84,4,New Business,Urban,23183,0
HONOLULU,HI,HI,240,1,New Business,Undefined,115000,0
SALT LAKE CITY,UT,UT,60,2,New Business,Urban,25000,0
BETHESDA,MD,NC,60,6,Existing Business,Undefined,50000,0
VALLEY VILLAGE,CA,NC,41,1,New Business,Urban,79900,1
MEQUON,WI,IL,84,1,New Business,Undefined,100000,0
FORT WORTH,TX,NC,67,3,New Business,Urban,20000,1
SAINT GEORGE,UT,UT,84,2,New Business,Rural,116997,0
HINESVILLE,GA,GA,240,20,Existing Business,Undefined,340000,0
SPRINGFIELD,VA,NC,29,6,New Business,Urban,101206,1
CASTRO VALLEY,CA,NC,84,1,Existing Business,Urban,10000,0
HOUMA,LA,LA,120,6,New Business,Undefined,580000,0
SAINT GEORGE,UT,UT,119,6,New Business,Rural,71318,1
BLOOMINGTON,MN,MN,10,4,New Business,Undefined,500000,0
LAYTON,UT,UT,63,2,New Business,Urban,25000,0
TOMBSTONE,AZ,NC,84,6,New Business,Urban,66091,0
WATERLOO,IA,IA,84,42,New Business,Undefined,481625,0
CEDAR CITY,UT,UT,84,2,New Business,Rural,37326,0
VARYSBURG,NY,NY,60,1,New Business,Undefined,35000,0
MISSION VIEJO,CA,NC,84,30,New Business,Urban,54401,0
GREEN BAY,WI,WI,240,14,Existing Business,Undefined,733000,0
LOS ANGELES,CA,NC,84,3,New Business,Rural,83512,0
GLENDALE,CA,NC,84,8,Existing Business,Urban,66353,0
MINNEAPOLIS,MN,MN,60,4,Existing Business,Undefined,100000,0
Kansas City,KS,VA,84,20,New Business,Urban,25000,0
CHILTON,WI,IL,84,1,Existing Business,Undefined,99500,0
MONTGOMERY,AL,NC,84,2,Existing Business,Undefined,50000,0
MAUMELLE,AR,NC,84,2,New Business,Urban,50000,0
BUFFALO,WY,WY,240,7,New Business,Undefined,188700,0
Sioux Falls,SD,VA,84,2,New Business,Urban,10000,0
MOLINE,IL,IA,120,27,New Business,Undefined,80000,0
Redondo Beach,CA,VA,84,4,New Business,Urban,10000,0
Lynnwood,WA,VA,84,3,New Business,Urban,35000,0
INDIO,CA,VA,84,6,New Business,Urban,35000,0
CHARLESTON,SC,NC,7,15,New Business,Urban,115887,1
SALISBURY,NC,NC,40,2,New Business,Urban,11699,1
MIAMI,FL,NC,84,1,New Business,Urban,50000,0
DENVER,CO,SD,60,3,New Business,Undefined,100000,0
HARRISONBURG,VA,NC,44,1,Existing Business,Urban,10000,1
HELENA,MT,MT,108,2,Existing Business,Undefined,160734,0
POST FALLS,ID,VA,38,1,New Business,Urban,25000,1
BULLHEAD CITY,AZ,VA,30,2,New Business,Urban,10000,1
AUSTIN,TX,TX,300,3,New Business,Undefined,207400,0
SAN FRANCISCO,CA,CA,120,3,Existing Business,Undefined,60000,0
EUSTIS,FL,NC,84,2,New Business,Urban,73165,0
SAN JOSE,CA,CA,300,9,New Business,Undefined,483000,0
HARTFORD,CT,RI,36,5,New Business,Urban,45000,0
CARLSBAD,CA,CA,240,25,New Business,Undefined,569000,0
Oxford,AL,VA,84,6,New Business,Urban,35000,0
POLSON,MT,MT,67,8,New Business,Rural,337000,1
MIAMI,FL,NC,84,2,Existing Business,Urban,10000,0
CITY OF INDUSTRY,CA,CA,300,7,New Business,Undefined,720000,0
IPSWICH,MA,VA,84,6,New Business,Urban,35000,0
ROCHESTER,NY,IL,60,1,New Business,Undefined,35000,0
HELENA,MT,MT,84,2,New Business,Rural,58000,0
LUSBY,MD,NC,84,1,Existing Business,Urban,12835,0
BIG PINEY,WY,SD,60,3,New Business,Undefined,46800,0
FOLLY BEACH,SC,NC,84,1,Existing Business,Urban,33100,0
ALBUQUERQUE,NM,NC,65,3,New Business,Urban,25000,1
NEW YORK,NY,IL,36,2,New Business,Undefined,31826,0
NEW YORK,NY,IL,36,3,New Business,Undefined,41693,0
FORT PIERCE,FL,NC,12,9,New Business,Urban,20000,0
BRIGHTON,MI,OH,240,4,New Business,Undefined,400000,0
SPRINGFIELD,TN,NC,84,1,New Business,Urban,16326,0
VALLEY PARK,MO,NC,84,2,Existing Business,Urban,10000,0
TUCKER,GA,NC,84,2,New Business,Urban,19738,0
ST. LOUIS,MO,MO,12,6,New Business,Undefined,25000,0
Chesapeake,VA,SD,84,52,New Business,Rural,70000,0
STATESVILLE,NC,NC,46,1,New Business,Urban,38000,1
SAN FRANCISCO,CA,CA,84,6,New Business,Undefined,100000,0
FORT LAUDERDALE,FL,NC,3,4,Existing Business,Urban,23303,1
COSTA MESA,CA,NC,31,10,New Business,Urban,50000,1
TOPEKA,KS,KS,15,6,New Business,Undefined,98000,1
LAUREL,MT,MT,120,6,New Business,Rural,70000,0
AIKEN,SC,NC,84,4,New Business,Urban,13000,0
VACAVILLE,CA,NC,84,4,New Business,Urban,35745,0
Houston,TX,VA,62,2,New Business,Urban,50000,1
BURLINGTON,VT,VT,60,15,New Business,Undefined,163000,0
SALT LAKE CITY,UT,UT,84,1,New Business,Urban,25000,0
Winter Haven,FL,SD,180,2,Existing Business,Urban,80000,0
CITRUS HEIGHTS,CA,NC,84,1,Existing Business,Urban,10000,0
Capitol Height,MD,MD,74,6,Existing Business,Urban,450000,0
ANAHEIM,CA,SD,84,10,New Business,Undefined,200000,0
RACINE,WI,IL,121,2,New Business,Urban,383000,0
ST. CHARLES,IL,IL,300,19,New Business,Undefined,260500,0
BEL AIR,MD,NC,84,1,Existing Business,Urban,10000,0
BURLESON,TX,TX,90,9,New Business,Undefined,145000,0
SALT LAKE CITY,UT,UT,60,2,Existing Business,Urban,60000,0
Brunswick,OH,DE,60,2,Existing Business,Urban,32786,0
MESA,AZ,AZ,300,3,New Business,Undefined,337000,0
MUSKEGON,MI,IL,60,1,Existing Business,Urban,10384,0
Killeen,TX,VA,84,12,New Business,Urban,50000,0
FERRON,UT,UT,84,27,New Business,Rural,30574,0
BIRMINGHAM,MI,IL,60,5,New Business,Rural,71906,0
